onetsoc_code,task_id,occupation_title,task_text_clean,hdbscan_cluster,hdbscan_cluster_assigned,auto_label_v2,auto_label_definition,auto_label_source,variant,was_hdbscan_noise
11-2011.00,3229,Advertising and Promotions Managers,"Identify and develop contacts for promotional campaigns and industry programs that meet identified buyer targets, such as dealers, distributors, or consumers.",143,143,Plan marketing campaigns,"Develop and coordinate advertising, promotional, and sales-support activities to increase demand.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-2011.00,3239,Advertising and Promotions Managers,"Track program budgets, expenses, and campaign response rates to evaluate each campaign, based on program objectives and industry norms.",143,143,Plan marketing campaigns,"Develop and coordinate advertising, promotional, and sales-support activities to increase demand.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-2011.00,3234,Advertising and Promotions Managers,"Read trade journals and professional literature to stay informed on trends, innovations, and changes that affect media planning.",143,143,Plan marketing campaigns,"Develop and coordinate advertising, promotional, and sales-support activities to increase demand.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-2011.00,18586,Advertising and Promotions Managers,"Manage sales team, including setting goals, providing incentives, and evaluating employee performance.",143,143,Plan marketing campaigns,"Develop and coordinate advertising, promotional, and sales-support activities to increase demand.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-2011.00,3228,Advertising and Promotions Managers,Prepare and negotiate advertising and sales contracts.,143,143,Plan marketing campaigns,"Develop and coordinate advertising, promotional, and sales-support activities to increase demand.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-2011.00,3235,Advertising and Promotions Managers,Formulate plans to extend business with established accounts and to transact business as agent for advertising accounts.,143,143,Plan marketing campaigns,"Develop and coordinate advertising, promotional, and sales-support activities to increase demand.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-2011.00,3241,Advertising and Promotions Managers,Train and direct workers engaged in developing and producing advertisements.,143,143,Plan marketing campaigns,"Develop and coordinate advertising, promotional, and sales-support activities to increase demand.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-2011.00,3240,Advertising and Promotions Managers,"Assemble and communicate with a strong, diverse coalition of organizations or public figures, securing their cooperation, support, and action, to further campaign goals.",143,143,Plan marketing campaigns,"Develop and coordinate advertising, promotional, and sales-support activities to increase demand.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-2011.00,3236,Advertising and Promotions Managers,Provide presentation and product demonstration support during the introduction of new products and services to field staff and customers.,143,143,Plan marketing campaigns,"Develop and coordinate advertising, promotional, and sales-support activities to increase demand.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-2011.00,3245,Advertising and Promotions Managers,Represent company at trade association meetings to promote products.,143,143,Plan marketing campaigns,"Develop and coordinate advertising, promotional, and sales-support activities to increase demand.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-2011.00,3244,Advertising and Promotions Managers,Direct and coordinate product research and development.,143,143,Plan marketing campaigns,"Develop and coordinate advertising, promotional, and sales-support activities to increase demand.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-2011.00,21217,Advertising and Promotions Managers,Analyze marketing or sales trends to forecast future conditions.,143,143,Plan marketing campaigns,"Develop and coordinate advertising, promotional, and sales-support activities to increase demand.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-2011.00,21218,Advertising and Promotions Managers,Analyze the effectiveness of marketing tactics or channels.,143,143,Plan marketing campaigns,"Develop and coordinate advertising, promotional, and sales-support activities to increase demand.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-2011.00,21219,Advertising and Promotions Managers,"Attend or participate in conferences, community events, and promotional events related to products or technologies.",143,143,Plan marketing campaigns,"Develop and coordinate advertising, promotional, and sales-support activities to increase demand.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-2011.00,21220,Advertising and Promotions Managers,"Conduct research on consumer opinions and buying habits, and identify target audiences for products, services, or technologies.",143,143,Plan marketing campaigns,"Develop and coordinate advertising, promotional, and sales-support activities to increase demand.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-2011.00,21221,Advertising and Promotions Managers,"Coordinate with marketing team members, graphic artists, and other workers to develop and implement marketing programs.",143,143,Plan marketing campaigns,"Develop and coordinate advertising, promotional, and sales-support activities to increase demand.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-2011.00,21222,Advertising and Promotions Managers,"Develop communications materials, advertisements, presentations, or public relations initiatives to promote awareness of products and services.",143,143,Plan marketing campaigns,"Develop and coordinate advertising, promotional, and sales-support activities to increase demand.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-2011.00,21223,Advertising and Promotions Managers,"Develop comprehensive marketing strategies, using knowledge of products and technologies, markets, and regulations.",143,143,Plan marketing campaigns,"Develop and coordinate advertising, promotional, and sales-support activities to increase demand.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-2011.00,21224,Advertising and Promotions Managers,"Devise or evaluate methods and procedures for collecting data, such as surveys, opinion polls, and questionnaires.",143,143,Plan marketing campaigns,"Develop and coordinate advertising, promotional, and sales-support activities to increase demand.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-2011.00,21225,Advertising and Promotions Managers,"Maintain portfolios of marketing campaigns, strategies, and other marketing products or ideas.",143,143,Plan marketing campaigns,"Develop and coordinate advertising, promotional, and sales-support activities to increase demand.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-2021.00,951,Marketing Managers,"Identify, develop, or evaluate marketing strategy, based on knowledge of establishment objectives, market characteristics, and cost and markup factors.",143,143,Plan marketing campaigns,"Develop and coordinate advertising, promotional, and sales-support activities to increase demand.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
